country_code,year,total_population,male_population,female_population,working_age_population_ratio,mortality_rate,life_expectancy,life_expectancy_male,life_expectancy_female,fertility_rate
DEU,1961,73377632.0,34197790.0,39179842.0,50.1315207248644,,69.6448780487805,67.04,72.38,2.45
DJI,1961,89390.0,44245.0,45145.0,86.4972564728464,,43.781,41.909,45.707,6.848
DMA,1961,60209.0,27782.0,32427.0,101.955522758528,75.6,61.022,59.603,62.258,6.156
DNK,1961,4611687.0,2287003.0,2324684.0,54.9746116131287,20.9,72.4382926829268,70.57,74.4,2.55
DOM,1961,3373233.0,1699347.0,1673886.0,106.151671436612,102.5,52.447,50.976,54.072,7.487
DZA,1961,11628883.0,5876170.0,5752713.0,96.8279389168785,161.4,40.792,38.194,43.77,7.564
ECU,1961,4722331.0,2355254.0,2367077.0,94.6670651524208,125.2,54.052,52.093,56.072,6.7
EGY,1961,27600898.0,13853135.0,13747763.0,85.4115545796239,164.8,45.146,42.506,48.025,6.758
ERI,1961,995573.0,489903.0,505670.0,79.1414078708477,,37.912,35.873,40.011,6.474
ESP,1961,30739250.0,14940966.0,15798284.0,55.6178188268742,44.9,69.4804878048781,67.1,71.98,2.77
EST,1961,1225077.0,542520.0,682557.0,51.6745676927477,,69.0778780487805,65.073,73.283,1.98
ETH,1961,21906102.0,10745347.0,11160755.0,81.7309337927937,,40.198,36.889,43.779,6.533
FIN,1961,4461005.0,2150133.0,2310872.0,59.2663189778405,20.6,68.8441463414634,65.61,72.24,2.72
FJI,1961,417406.0,215423.0,201983.0,98.9348063349236,58.2,59.102,57.492,61.402,6.284
FRA,1961,47905982.0,23283662.0,24622320.0,61.522460180919,22.4,70.1170731707317,66.8,73.6,2.87
FRO,1961,34557.0,17959.0,16598.0,68.2998100618516,,72.7121219512195,70.157,75.395,3.757
FSM,1961,44610.0,22669.0,21941.0,96.2215184305446,92.8,54.736,51.663,58.282,6.74
GAB,1961,518266.0,250934.0,267332.0,65.5306889646207,109.5,47.115,44.537,49.785,4.504
GBR,1961,52800000.0,25534914.0,27265086.0,54.0482389222832,22.6,70.8780487804878,68.0,73.9,2.78
GEO,1961,3703600.0,1749600.0,1954000.0,57.7339060180877,,61.72,57.147,66.237,2.943
GHA,1961,7162667.0,3652080.0,3510587.0,95.6844424591873,120.7,47.127,45.197,49.363,6.912
GIB,1961,21872.0,10475.0,11397.0,51.070589860478,,70.165,67.818,72.291,3.26
GIN,1961,3619551.0,1798537.0,1821014.0,78.7953916426967,190.5,36.816,35.569,38.119,6.126
GMB,1961,408930.0,202334.0,206596.0,77.0137133358728,155.3,35.063,34.312,35.812,6.228
GNB,1961,582532.0,291510.0,291022.0,70.0237582380377,,37.788,36.193,39.505,5.931
GNQ,1961,274896.0,133722.0,141174.0,79.5438513990125,,43.008,40.232,45.971,5.661
GRC,1961,8398050.0,4120728.0,4277322.0,51.2510556263059,38.0,70.2830243902439,68.164,72.508,2.13
GRD,1961,95335.0,45693.0,49642.0,104.485007078203,57.2,63.553,61.636,65.081,6.627
GRL,1961,33700.0,17300.0,16400.0,86.2804709524073,,59.4261219512195,56.311,62.697,6.781
GTM,1961,4186201.0,2143254.0,2042947.0,95.9267364842349,152.1,46.12,45.908,46.305,6.979
GUM,1961,71311.0,42006.0,29305.0,73.9165426919981,,63.226,62.056,65.015,5.948
GUY,1961,582568.0,291027.0,291541.0,102.245443499392,68.1,57.912,55.527,60.541,6.339
HKG,1961,3168100.0,1614170.0,1553930.0,81.8924491156273,,66.4416585365854,62.828,70.236,5.169
HND,1961,2121242.0,1063758.0,1057484.0,102.254773802747,137.4,47.71,46.252,49.23,7.448
HRV,1961,4167292.0,1957415.0,2209877.0,52.2058254186006,,66.3461463414634,63.892,68.923,2.219
HTI,1961,3929030.0,1912217.0,2016813.0,78.5319776093801,190.8,43.825,41.672,45.972,6.179
HUN,1961,10027958.0,4840681.0,5187277.0,52.4474933395156,45.9,68.9360975609756,66.78,71.2,1.94
IDN,1961,90791249.0,45189003.0,45602246.0,74.0207833426585,141.2,47.385,45.688,49.16,5.522
IMN,1961,48451.0,22201.0,26250.0,60.769154195839,,64.425,59.185,69.777,2.688
IND,1961,446564729.0,230447351.0,216117378.0,79.2466190568615,148.8,45.824,46.492,45.114,5.937
IRL,1961,2824400.0,1419517.0,1404883.0,73.1067900470338,29.2,69.6782926829268,67.85,71.598,3.78
IRN,1961,22125726.0,11337834.0,10787892.0,92.7386058204711,,43.9,44.512,43.247,7.459
IRQ,1961,7194553.0,3548030.0,3646523.0,76.676666278666,130.4,52.339,48.983,55.896,5.8
ISL,1961,179029.0,90475.0,88554.0,75.807449451553,17.0,73.5034146341464,70.84,76.3,3.88
ISR,1961,2185000.0,1097482.0,1087518.0,66.9870116967332,36.7,72.0065853658537,70.47,73.62,3.858
ITA,1961,50536350.0,24499041.0,26037309.0,52.9246639423897,42.6,69.760243902439,67.17,72.48,2.44
JAM,1961,1673261.0,797439.0,875822.0,85.4534310737331,61.1,64.257,62.415,65.935,5.597
JOR,1961,897591.0,459339.0,438252.0,102.852758517822,104.6,53.68,53.306,54.143,7.699
JPN,1961,94055000.0,45736728.0,48318272.0,53.8152578259676,27.9,68.3519512195122,66.03,70.79,1.96
KAZ,1961,9742085.0,4704282.0,5037803.0,75.8997903557128,,58.169,53.388,63.179,4.424
KEN,1961,7987770.0,3958173.0,4029597.0,108.817158425889,108.1,49.33,48.071,50.781,7.715
KGZ,1961,2255900.0,1083545.0,1172355.0,83.4763145652167,,55.3341219512195,51.359,59.508,5.364
KHM,1961,5571168.0,2796607.0,2774561.0,87.0895346209243,,42.588,41.449,43.766,6.302
KIR,1961,48323.0,23847.0,24476.0,92.9369959274934,141.4,48.468,47.109,49.824,6.477
KNA,1961,55334.0,25491.0,29843.0,103.37400764481,,57.338,54.66,59.745,6.272
KOR,1961,25765673.0,12970981.0,12794692.0,81.5578347540606,71.1,54.4768536585366,52.031,57.045,5.803
KWT,1961,345945.0,207731.0,138214.0,66.740249474638,109.3,60.235,58.375,62.188,7.248
LAO,1961,2169796.0,1072870.0,1096926.0,80.4087598766453,,41.344,39.929,42.804,6.31
LBN,1961,1850084.0,931314.0,918770.0,95.1611695220454,62.9,64.267,62.426,66.224,5.891
LBR,1961,1167717.0,598996.0,568721.0,78.549726988185,201.3,38.104,37.066,39.181,6.446
LBY,1961,1555699.0,793199.0,762500.0,93.8185302065515,182.2,42.362,40.548,44.428,7.556
LCA,1961,93490.0,44764.0,48726.0,108.250729512396,86.4,59.095,56.896,61.036,6.835
LIE,1961,16877.0,8242.0,8635.0,58.0095496676341,,70.9554390243902,67.713,74.36,2.778
LKA,1961,9899372.0,5208826.0,4690546.0,81.9724939370817,55.3,61.158,59.611,63.15,5.24
LSO,1961,758824.0,336839.0,421985.0,98.6070724704441,138.1,50.275,46.632,53.057,5.785
LTU,1961,2823550.0,1304702.0,1518848.0,54.822468627552,,70.1026829268293,66.81,73.56,2.53
LUX,1961,316845.0,156439.0,160406.0,47.6644094495528,30.2,69.1529268292683,66.77,71.655,
LVA,1961,2152681.0,955209.0,1197472.0,49.4807670274043,,70.0324390243903,66.33,73.92,1.94
MAC,1961,173323.0,85151.0,88172.0,84.4411101179075,,64.311,62.811,65.886,4.674
MAF,1961,4386.0,2144.0,2242.0,102.166897187644,,67.912,64.127,71.576,6.395
MAR,1961,11931085.0,5955769.0,5975316.0,93.1789887634446,147.3,43.694,42.721,44.667,6.969
MCO,1961,21901.0,9852.0,12049.0,49.6174340756934,,72.177,68.897,75.179,2.783
MDA,1961,2103327.0,963033.0,1140294.0,66.5712640737963,,59.856,56.343,62.934,3.228
MDG,1961,5246158.0,2670369.0,2575789.0,96.5274944772792,,43.79,42.594,45.084,7.299
MDV,1961,93450.0,50814.0,42636.0,70.5976852020884,,38.645,37.961,39.367,6.792
MEX,1961,37890118.0,18946160.0,18943958.0,98.863672685165,102.4,54.422,53.003,55.894,6.777
MHL,1961,15219.0,7823.0,7396.0,110.323383084577,84.7,54.725,51.492,58.724,8.115
MKD,1961,1455171.0,708442.0,746729.0,74.3067176309513,,61.7780975609756,61.442,62.131,3.615
MLI,1961,5482283.0,2761058.0,2721225.0,75.650549640675,,30.637,29.584,31.758,7.031
MLT,1961,325250.0,153376.0,171874.0,73.4749934663531,34.5,68.3216341463415,66.427,70.311,3.27
MMR,1961,22210581.0,11113744.0,11096837.0,77.7991364199235,,44.603,42.939,46.346,5.9
MNE,1961,491140.0,231151.0,259989.0,74.8507428148285,,65.9281951219512,64.476,67.453,3.487
MNG,1961,1009284.0,499346.0,509938.0,81.13170976831,,45.3926829268293,43.26,47.632,6.963
MNP,1961,8995.0,4502.0,4493.0,115.707434052758,,61.671,58.962,64.868,5.912
MOZ,1961,6834936.0,3334532.0,3500404.0,79.2887664764903,,41.5,40.135,42.803,6.366
MRT,1961,846167.0,417676.0,428491.0,79.0784149397264,127.6,44.307,43.356,45.281,6.199
MUS,1961,680757.0,348535.0,332222.0,92.5865888124114,66.1,59.5666829268293,57.854,61.365,5.982
MWI,1961,3715534.0,1786928.0,1928606.0,84.9697270807467,162.7,35.23,33.665,36.782,7.067
MYS,1961,8164443.0,4150490.0,4013953.0,94.8183615626427,63.9,58.015,57.128,59.057,6.367
NAM,1961,603067.0,289957.0,313110.0,87.9205150257388,,49.242,47.19,51.243,6.293
NCL,1961,82521.0,43524.0,38997.0,72.035523682455,,53.068,49.507,57.599,5.465
NER,1961,3608162.0,1720619.0,1887543.0,100.170203606341,,36.287,35.757,36.725,7.512
NGA,1961,45989310.0,22766543.0,23222767.0,80.0395082839382,,37.427,35.358,39.597,6.353
NIC,1961,1836451.0,913986.0,922465.0,101.68690180057,133.6,47.289,45.88,48.703,7.112
NLD,1961,11638712.0,5796480.0,5842232.0,63.4412516042256,16.0,73.6526829268293,71.56,75.85,3.22
NOR,1961,3609800.0,1798590.0,1811210.0,58.3225476518062,18.0,73.5504878048781,71.17,76.05,2.94
NPL,1961,10318396.0,5171397.0,5146999.0,77.5409814346199,214.9,38.966,38.773,39.082,6.093
NRU,1961,4774.0,3047.0,1727.0,63.3253506671228,,58.005,56.426,60.813,5.376
NZL,1961,2419700.0,1216099.0,1203601.0,71.1250039780904,21.8,70.9853658536585,68.4,73.7,4.31
OMN,1961,539854.0,269433.0,270421.0,81.6485361561523,231.4,36.386,34.319,38.649,7.287
PAK,1961,46921277.0,25281402.0,21639875.0,78.0687977339578,162.0,44.956,46.845,42.817,6.8
PAN,1961,1159870.0,590345.0,569525.0,91.0099962123084,64.2,60.914,59.835,62.076,5.865
PER,1961,10475123.0,5255469.0,5219654.0,91.7566127338076,148.2,51.192,49.753,52.68,6.923
PHL,1961,28792621.0,14526377.0,14266244.0,103.933359879796,59.4,59.469,57.643,61.497,6.994
PLW,1961,9555.0,4818.0,4737.0,112.405513561583,,55.092,50.933,59.985,7.173
PNG,1961,2046127.0,1080545.0,965582.0,81.0715834373147,141.4,46.425,44.683,48.733,6.074
POL,1961,29964000.0,14503427.0,15460573.0,64.8533713377083,53.7,67.7780487804878,64.9,70.8,2.83
PRI,1961,2399722.0,1186175.0,1213547.0,87.6374799243733,,68.528,66.539,70.582,4.51
PRK,1961,11990713.0,5443319.0,6547394.0,67.6486695793947,79.3,56.408,54.192,58.214,3.261
PRT,1961,8929316.0,4272667.0,4656649.0,59.0167064031121,82.1,62.666512195122,59.967,65.501,3.21
PRY,1961,1927394.0,953779.0,973615.0,100.283894003207,62.1,60.517,58.135,62.935,6.489
PSE,1961,,,,,,,,,
PYF,1961,85434.0,43815.0,41619.0,88.5918633142756,,59.85,58.668,61.332,5.946
QAT,1961,39680.0,20518.0,19162.0,84.5277403153048,,58.502,56.557,60.643,6.526
ROU,1961,18555250.0,9016866.0,9538384.0,53.7423938729907,67.7,65.8771463414634,64.303,67.53,2.17
RUS,1961,121236000.0,54480889.0,66755111.0,58.7266882123478,33.9,67.7827317073171,63.672,72.099,2.45
RWA,1961,3106779.0,1540204.0,1566575.0,112.004599332619,120.7,47.458,46.909,47.979,8.279
SAU,1961,2526347.0,1294131.0,1232216.0,88.2122079704266,,45.88,43.8,48.229,7.634
SDN,1961,8634941.0,4334282.0,4300659.0,97.7299487661889,91.3,49.964,49.088,50.855,6.656
SEN,1961,3436375.0,1712980.0,1723395.0,88.8615190481451,125.0,39.715,39.189,40.223,7.038
SGP,1961,1702400.0,899752.0,802648.0,89.580215237688,32.9,65.9597073170732,62.568,69.521,5.41
SLB,1961,142912.0,75279.0,67633.0,96.2241353269899,112.8,48.336,46.811,50.414,7.052
SLE,1961,2304227.0,1128164.0,1176063.0,72.7813024657152,164.2,33.633,32.119,35.178,6.205
SLV,1961,2870016.0,1418883.0,1451133.0,95.8020131343577,123.6,48.633,46.615,50.726,6.644
SMR,1961,15799.0,8016.0,7783.0,53.816199376947,,73.375,70.22,76.918,2.684
SOM,1961,2952054.0,1469388.0,1482666.0,91.7619233524984,,43.667,42.214,45.151,7.252
SRB,1961,6689077.0,3208878.0,3480199.0,51.0551495121646,,66.1841951219512,64.492,67.961,2.133
SSD,1961,2976724.0,1479177.0,1497547.0,83.2489850192223,194.8,28.278,26.239,30.579,7.178
STP,1961,68707.0,38446.0,30261.0,61.335618850823,,45.193,43.851,46.701,6.263
SUR,1961,272791.0,137854.0,134937.0,99.5815103671295,,57.29,55.469,59.422,6.583
SVK,1961,4191667.0,2072750.0,2118917.0,62.7448209295906,29.0,70.7239024390244,68.54,73.017,2.96
SVN,1961,1594131.0,741638.0,852493.0,53.6323746394417,,68.9780487804878,66.1,72.0,2.27
SWE,1961,7519998.0,3751579.0,3768419.0,51.2841858092177,16.0,73.4743902439024,71.65,75.39,2.21
SWZ,1961,353264.0,170982.0,182282.0,100.368675095147,134.0,46.75,45.244,48.198,6.774
SXM,1961,2970.0,1417.0,1553.0,93.359375,,66.678,65.381,67.775,4.678
SYC,1961,42889.0,21635.0,21254.0,81.8949064845837,70.4,60.6061219512195,58.091,63.247,5.422
SYR,1961,4815466.0,2479091.0,2336375.0,102.284862617132,101.9,53.652,52.982,54.394,7.502
TCA,1961,5622.0,2543.0,3079.0,102.448685631977,,57.087,53.451,60.289,5.907
TCD,1961,3111947.0,1536888.0,1575059.0,82.5122488214505,141.7,39.421,38.005,40.854,6.268
TGO,1961,1702717.0,838005.0,864712.0,90.8801682447082,133.1,43.745,42.207,45.301,6.821
THA,1961,27650334.0,13946921.0,13703413.0,90.0094254528182,109.2,51.065,49.288,52.983,6.324
TJK,1961,2181805.0,1069487.0,1112318.0,84.1125903873206,,52.944,50.864,55.039,6.353
TKM,1961,1695400.0,827446.0,867954.0,86.7653700827302,,52.51,48.355,56.913,6.689
TLS,1961,475291.0,239558.0,235733.0,73.0810688768636,,32.801,31.424,34.278,6.273
TON,1961,68037.0,34654.0,33383.0,95.4495834530307,,58.757,56.364,61.483,6.61
TTO,1961,863144.0,433478.0,429666.0,85.9859381026566,60.1,62.965,61.378,64.681,5.405
TUN,1961,4316278.0,2154066.0,2162212.0,89.5676459337162,,44.257,42.813,45.769,7.159
TUR,1961,29119238.0,14824769.0,14294469.0,86.5266100431706,174.9,51.558,48.796,54.605,6.419
TUV,1961,5648.0,2747.0,2901.0,85.6673241288626,130.4,49.02,46.52,51.66,5.089
TZA,1961,10187886.0,5006090.0,5181796.0,89.6205945010901,121.3,42.841,41.488,44.191,6.562
UGA,1961,7862217.0,3970274.0,3891943.0,94.9869499744059,122.6,46.271,44.503,48.28,6.927
UKR,1961,43399766.0,19349713.0,24050053.0,52.5329320031921,,70.044,66.497,72.695,2.197
URY,1961,2562044.0,1282739.0,1279305.0,55.9005077328245,55.6,67.81,64.877,71.128,2.846
USA,1961,183691000.0,90102588.0,93588412.0,67.6083747305395,25.5,70.2707317073171,67.1,73.6,3.62
UZB,1961,8517711.0,4144265.0,4373446.0,88.1724166726683,,56.874,54.565,59.129,6.752
VCT,1961,85870.0,40594.0,45276.0,111.559782207002,,59.272,58.334,60.101,7.157
VEN,1961,8455915.0,4267979.0,4187936.0,96.8823313561082,57.3,59.115,57.306,61.08,6.298
VGB,1961,8034.0,4015.0,4019.0,90.3340440653874,66.4,63.274,61.297,65.362,4.667
VIR,1961,34300.0,16783.0,17517.0,87.7031686094237,,63.1217073170732,59.95,66.452,4.801
VNM,1961,33409059.0,16493339.0,16915720.0,87.5309194769171,,58.461,55.369,61.718,5.476
VUT,1961,66264.0,35628.0,30636.0,94.015342273233,108.7,50.384,49.728,51.501,6.729
WSM,1961,115496.0,59217.0,56279.0,112.997934493951,75.5,55.738,53.624,58.181,7.771
YEM,1961,5655232.0,2812659.0,2842573.0,78.581323784126,270.4,34.058,31.72,36.592,8.0
ZAF,1961,16908035.0,8661650.0,8246385.0,83.4218872584755,,53.067,51.188,55.218,6.08
ZMB,1961,3254086.0,1612261.0,1641825.0,96.1826777805778,97.9,51.041,49.998,52.075,6.982
ZWE,1961,3930401.0,1942351.0,1988050.0,104.401251244874,78.0,53.966,51.516,56.47,7.212
ABW,1962,56320.0,27692.0,28628.0,81.0583167234617,,64.602,61.371,67.922,4.262
AFG,1962,9404406.0,4867111.0,4537295.0,81.5068083352119,245.4,33.757,33.098,34.502,7.292
AGO,1962,5354310.0,2721244.0,2633066.0,82.5253514534538,,37.168,34.489,40.218,6.872
ALB,1962,1711319.0,862888.0,848431.0,89.6692213484952,,58.494,56.0,61.047,6.106
AND,1962,11086.0,5692.0,5394.0,51.3517203713818,,72.993,69.735,76.372,2.548
ARE,1962,144946.0,91914.0,53032.0,61.2212891385351,131.2,52.546,49.97,56.605,6.489
ARG,1962,21072538.0,10532891.0,10539647.0,57.5454430590788,,64.618,61.474,68.282,3.126
ARM,1962,1991689.0,969185.0,1022504.0,80.9256263211586,,59.9166829268293,56.944,63.038,4.521
ASM,1962,21298.0,11089.0,10209.0,103.477596254896,,66.008,63.888,68.427,6.603
ATG,1962,57336.0,27442.0,29894.0,78.7616137681611,54.6,63.995,61.391,66.232,4.547
AUS,1962,10742000.0,5421149.0,5320851.0,62.9147980702587,19.5,70.9424390243903,67.84,74.2,3.442
AUT,1962,7129864.0,3325793.0,3804071.0,54.4818799915066,32.9,69.309512195122,66.29,72.48,2.8
AZE,1962,4168150.0,1980238.0,2187912.0,91.3350556540963,,52.053,47.73,56.163,5.961
BDI,1962,2907943.0,1408782.0,1499161.0,93.9474277451636,,43.492,42.147,44.766,7.038
BEL,1962,9220578.0,4512235.0,4708343.0,56.5456513342473,27.1,70.219512195122,67.4,73.18,2.59
BEN,1962,2604659.0,1236778.0,1367881.0,84.1377657532571,157.1,39.643,37.614,41.637,6.457
BFA,1962,4919672.0,2489327.0,2430345.0,74.3978883686932,168.6,36.753,35.647,37.954,6.322
BGD,1962,54881146.0,28518261.0,26362885.0,83.1791268539365,168.4,45.765,46.539,44.926,6.806
BGR,1962,8012946.0,4002357.0,4010589.0,49.8311233109293,36.8,69.4919512195122,67.77,71.3,2.24
BHR,1962,179349.0,95293.0,84056.0,84.4726502232005,135.8,53.893,52.357,55.813,7.185
BHS,1962,128493.0,63556.0,64937.0,79.9243856332703,,63.187,60.225,66.143,5.125
BIH,1962,3407532.0,1610606.0,1796926.0,72.7512385247614,,60.122,58.025,62.125,3.805
BLR,1962,8351928.0,3764780.0,4587148.0,62.8602499980988,30.2,69.4623170731708,66.055,73.04,2.5
BLZ,1962,96042.0,47697.0,48345.0,100.742010325439,,58.741,56.863,60.722,6.46
BMU,1962,44239.0,22687.0,21552.0,62.9069082339078,,67.884,64.917,71.03,3.441
BOL,1962,3857493.0,1900199.0,1957294.0,83.0657144226621,181.5,44.002,41.888,46.162,6.246
BRA,1962,76865323.0,38502703.0,38362620.0,88.7857974338502,120.4,54.017,51.821,56.397,5.984
BRB,1962,235224.0,113067.0,122157.0,71.4810602746916,61.1,65.715,63.547,67.303,4.3
BRN,1962,96719.0,51967.0,44752.0,98.5812544913253,51.5,58.824,57.639,60.1,7.03
BTN,1962,237636.0,123095.0,114541.0,79.6747291299647,,36.992,36.096,37.967,6.692
BWA,1962,540186.0,259300.0,280886.0,101.507052183547,112.8,52.313,50.243,54.23,6.536
CAF,1962,1768115.0,874898.0,893217.0,83.0679295606653,153.5,40.562,39.52,41.611,5.97
CAN,1962,18614000.0,9393474.0,9220526.0,71.1659793298724,26.0,71.3670731707317,68.45,74.43,3.681
CHE,1962,5573815.0,2706397.0,2867418.0,52.3924407135833,20.7,71.1960975609756,68.44,74.09,2.58
CHL,1962,8497059.0,4262771.0,4234288.0,75.9147317282423,117.0,57.811,55.309,60.502,4.602
CHN,1962,665770000.0,339877862.0,325892138.0,77.8864165852673,,50.959,48.945,53.189,6.085
CIV,1962,3956939.0,2003567.0,1953372.0,84.4694986613285,198.1,38.62,36.602,40.81,7.75
CMR,1962,5338620.0,2592515.0,2746105.0,79.0306905731067,166.3,42.599,41.51,43.663,5.729
COD,1962,16075724.0,7707028.0,8368696.0,83.9906817351777,,40.382,38.843,41.826,6.141
COG,1962,1113175.0,551497.0,561678.0,88.0861985357603,90.3,49.038,47.581,50.526,6.099
COL,1962,16599029.0,8273498.0,8325531.0,99.6784147397274,90.3,57.737,55.964,59.518,6.663
COM,1962,204702.0,101037.0,103665.0,85.7078056392205,,41.534,39.773,43.376,6.897
CPV,1962,221919.0,105561.0,116358.0,97.4614275799477,108.7,50.239,48.932,51.337,6.953
CRI,1962,1429445.0,718581.0,710864.0,98.9096085528101,69.1,64.232,62.901,65.579,6.543
CUB,1962,7541098.0,3845024.0,3696074.0,68.8032917669117,36.9,64.374,62.401,66.711,4.421
CUW,1962,128414.0,63688.0,64726.0,84.6992492017375,,66.027,63.903,68.0,4.927
CYM,1962,8781.0,4162.0,4619.0,80.0123001230012,,60.09,57.748,62.155,4.793
CYP,1962,601466.0,295306.0,306160.0,72.1868827116315,,64.72,61.334,68.45,3.51
CZE,1962,9624660.0,4666767.0,4957893.0,52.3088144115038,20.8,69.7868292682927,66.86,72.86,2.12
DEU,1962,74025784.0,34563618.0,39462166.0,51.369382018882,,69.7992195121951,67.148,72.583,2.44
DJI,1962,93283.0,46168.0,47115.0,85.9951349842485,,44.092,42.181,46.062,6.854
DMA,1962,60948.0,28183.0,32765.0,103.105838443082,69.7,61.894,60.292,63.274,6.122
DNK,1962,4647727.0,2304934.0,2342793.0,54.2990649551567,20.3,72.319756097561,70.31,74.43,2.55
DOM,1962,3479936.0,1752633.0,1727303.0,107.133252819713,101.8,53.199,51.709,54.842,7.404
DZA,1962,11800771.0,5986357.0,5814414.0,98.8758686136578,161.6,39.527,36.813,42.706,7.607
ECU,1962,4859269.0,2424067.0,2435202.0,95.0816374870026,121.6,54.681,52.649,56.782,6.676
EGY,1962,28337013.0,14220831.0,14116182.0,85.3234817699382,161.0,45.844,43.168,48.76,6.709
ERI,1962,1019788.0,501678.0,518110.0,78.9773704513624,,38.346,36.308,40.446,6.496
ESP,1962,31023366.0,15087876.0,15935490.0,55.982512345265,42.8,69.5190243902439,67.08,72.08,2.8
EST,1962,1241623.0,552274.0,689349.0,51.7417112436709,,69.2920243902439,65.593,73.176,1.95
ETH,1962,22465126.0,11015348.0,11449778.0,81.5093543247946,,40.531,37.315,43.991,6.561
FIN,1962,4491443.0,2166063.0,2325380.0,57.727978907061,19.5,68.5778048780488,65.09,72.24,2.68
FJI,1962,430536.0,221767.0,208769.0,98.4215135035487,55.7,59.654,57.916,62.142,6.198
FRA,1962,48389516.0,23537981.0,24851535.0,61.1454220605327,21.3,70.3146341463415,66.9,73.9,2.89
FRO,1962,34963.0,18193.0,16770.0,67.7284720556488,,73.1757804878049,70.567,75.915,3.835
FSM,1962,46218.0,23477.0,22741.0,97.6057120868785,89.5,55.393,52.298,58.948,6.729
GAB,1962,524649.0,253969.0,270680.0,66.6292955599314,107.6,47.777,45.202,50.437,4.587
GBR,1962,53250000.0,25789866.0,27460134.0,53.9202089776845,22.1,70.9268292682927,68.0,74.0,2.86
GEO,1962,3760300.0,1777405.0,1982895.0,58.4013190070209,,62.078,57.507,66.561,2.937
GHA,1962,7337375.0,3728849.0,3608526.0,98.1375161246855,119.8,47.335,45.421,49.535,6.942
GIB,1962,22197.0,10691.0,11506.0,51.0410996189439,,70.174,68.108,72.026,3.528
GIN,1962,3684273.0,1830056.0,1854217.0,78.9283256527075,189.5,36.997,35.734,38.316,6.14
GMB,1962,420163.0,207986.0,212177.0,76.7232242000067,154.1,35.599,34.816,36.38,6.213
GNB,1962,589474.0,294799.0,294675.0,71.8868733288039,,38.032,36.43,39.756,5.941
GNQ,1962,280286.0,136350.0,143936.0,80.2366407304996,,43.275,40.493,46.236,5.673
GRC,1962,8448233.0,4144988.0,4303245.0,51.1674716899835,37.3,70.2246097560976,68.149,72.404,2.16
GRD,1962,96375.0,46329.0,50046.0,104.013547840813,53.3,63.752,61.767,65.353,6.442
GRL,1962,35000.0,18042.0,16958.0,87.4866080994215,,60.0291219512195,56.274,63.972,6.785
GTM,1962,4312044.0,2207132.0,2104912.0,96.1009418388369,148.9,46.492,46.204,46.76,6.934
GUM,1962,73192.0,42868.0,30324.0,74.476149610241,,63.349,62.19,65.053,5.899
GUY,1962,595461.0,297369.0,298092.0,103.578498241008,65.9,58.303,55.94,60.908,6.333
HKG,1962,3305200.0,1684899.0,1620301.0,93.119631102474,,66.9104634146342,63.349,70.65,5.177
HND,1962,2182064.0,1094346.0,1087718.0,103.342661474219,133.7,48.647,47.173,50.181,7.443
HRV,1962,4196712.0,1975720.0,2220992.0,52.1424298780819,,67.0652682926829,64.676,69.574,2.192
HTI,1962,4001575.0,1947855.0,2053720.0,78.8478152728657,188.5,44.196,42.069,46.312,6.175
HUN,1962,10060825.0,4859256.0,5201569.0,52.2395230421197,44.0,67.8658536585366,65.7,70.14,1.79
IDN,1962,93375850.0,46484927.0,46890923.0,75.1663793463918,137.8,48.141,46.525,49.826,5.534
IMN,1962,48688.0,22316.0,26372.0,60.6493549345036,,64.397,59.089,69.836,2.634
IND,1962,457283090.0,236052757.0,221230333.0,80.3615159024236,147.0,46.133,46.782,45.442,5.953
IRL,1962,2836050.0,1425027.0,1411023.0,72.7866968774046,28.1,69.9910487804878,67.973,72.11,3.92
