"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Jordan","JOR","Population, female","SP.POP.TOTL.FE.IN","416618","438252","459326","480983","505933","537153","575745","621106","670561","719668","764630","803657","837380","868187","897794","926816","955481","985000","1016399","1050617","1089726","1134210","1183616","1237416","1294659","1355153","1419070","1486368","1557487","1634171","1748319","1867358","1960127","2056432","2151280","2239086","2316807","2385205","2447659","2507606","2566716","2626237","2687798","2752823","2823647","2897267","3091287","3286508","3367884","3444100","3521929","3613274","3667596","3858787","4233773","4592790","4818359","4931641","5045110","5149737","5246935","5348302","5443973","5535962","5595499",
"Japan","JPN","Population, female","SP.POP.TOTL.FE.IN","47910400","48318272","48735254","49192294","49660943","50160696","50569196","51036714","51564917","52122429","52672818","53763949","54429051","55137833","55839347","56534759","57129496","57669974","58183173","58664997","59115621","59541313","59958560","60381938","60781222","61170209","61502428","61805060","62068929","62325474","62540252","62799381","63053775","63279209","63475938","63644610","63808817","63981852","64179979","64323297","64456816","64640533","64822824","64995852","65053202","65097836","65176401","65284228","65349533","65375446","65420292","65320207","65226549","65143330","65067427","65002478","64970302","64922313","64844638","64757100","64578063","64301379","64036315","63745563","63495351",
"Kazakhstan","KAZ","Population, female","SP.POP.TOTL.FE.IN","4877438","5037803","5200592","5364339","5525436","5681809","5834856","5987840","6140623","6284674","6421638","6559940","6698680","6831923","6960087","7088035","7247727","7442494","7639472","7820631","7947333","8033471","8118250","8203479","8290580","8380296","8489115","8613358","8735246","8840007","8915103","8974408","9000214","8972080","8860336","8709193","8564062","8397657","8221769","8139609","8164887","8202687","8244180","8288097","8334002","8386536","8448373","8517346","8589229","8677795","8788190","8905894","9027978","9154127","9283946","9417021","9555241","9697480","9821316","9926312","10029218","10142525","10286157","10433061","10562665",
"Kenya","KEN","Population, female","SP.POP.TOTL.FE.IN","3880288","4029597","4188337","4355549","4531118","4716045","4908385","5107279","5313357","5525950","5742572","5954772","6165640","6382455","6602662","6826075","7051644","7289894","7545276","7811266","8092788","8386804","8691543","9013931","9350455","9696194","10048481","10408262","10781224","11165451","11555092","11933896","12303740","12672649","13043128","13414610","13783439","14158816","14548472","14967573","15418253","15901998","16403122","16910139","17436596","17974283","18524857","19089073","19673023","20273467","20868243","21449706","22017274","22570013","23107082","23631929","24163397","24698357","25211388","25717437","26233737","26746066","27271918","27821991","28376872",
"Kyrgyz Republic","KGZ","Population, female","SP.POP.TOTL.FE.IN","1129743","1172355","1211612","1252187","1293354","1332610","1373908","1414761","1455886","1494248","1526703","1557771","1590655","1623395","1658474","1692709","1725726","1758044","1789229","1821293","1853659","1887562","1923979","1963041","2007495","2056246","2107036","2159703","2211294","2263638","2304616","2339078","2362919","2362129","2360559","2384755","2423199","2462699","2505882","2545231","2571791","2590589","2608446","2629444","2654635","2677542","2693276","2700438","2707997","2733485","2769380","2805243","2853053","2911301","2972469","3037791","3106701","3177151","3250772","3326680","3397273","3462155","3526047","3589460","3653194",
"Cambodia","KHM","Population, female","SP.POP.TOTL.FE.IN","2714524","2774561","2837311","2899636","2960870","3023700","3088023","3154110","3221845","3291151","3317392","3325385","3368689","3418072","3456091","3387770","3199928","2986818","2780217","2736219","2796660","2839163","2915395","3015525","3120143","3219643","3337435","3465931","3588580","3714131","3854159","3999150","4205706","4455302","4778648","5194372","5611548","6022151","6277180","6376733","6469499","6561919","6654774","6747258","6838464","6929540","7022477","7116384","7215495","7323650","7434752","7544936","7655647","7767876","7880958","7994071","8108585","8218871","8320127","8423919","8544837","8667395","8779871","8889929","8995814",
"Kiribati","KIR","Population, female","SP.POP.TOTL.FE.IN","23919","24476","25059","25661","26286","26936","27436","27752","28044","28490","29101","29710","30309","30871","31059","30886","30667","30418","30169","30325","30844","31351","31884","32428","32983","33632","34438","35325","36226","37140","38070","38885","39551","40183","40809","41446","42179","42993","43801","44588","45376","46273","47256","48218","49191","50195","51226","52293","53408","54566","55742","56816","57765","58681","59568","60448","61357","62288","63225","64170","65240","66336","67337","68299","69239",
"St. Kitts and Nevis","KNA","Population, female","SP.POP.TOTL.FE.IN","30167","29843","29312","28707","28056","27371","26667","25945","25190","24363","23730","23454","23298","23159","23029","22906","22790","22677","22554","22413","22276","22146","22011","21863","21703","21533","21354","21168","20974","20772","20556","20471","20616","20851","21093","21346","21601","21856","22118","22396","22699","22948","23096","23205","23312","23415","23522","23634","23746","23832","23847","23901","23995","24049","24097","24139","24182","24219","24250","24271","24281","24280","24294","24350","24420",
"Korea, Rep.","KOR","Population, female","SP.POP.TOTL.FE.IN","12424590","12794692","13155608","13514518","13859391","14203794","14563365","14915349","15273668","15631524","15984098","16298325","16590885","16869020","17139000","17409662","17686328","17972372","18255372","18541743","18838388","19141240","19447090","19740997","19988269","20183877","20372069","20551631","20729454","20908064","21087370","21278910","21489845","21693550","21893995","22096688","22296932","22502669","22660480","22814434","22997701","23182077","23337758","23478625","23590329","23659789","23802065","23936252","24130969","24266215","24400303","24630672","24827586","25006867","25229622","25422636","25559742","25648624","25776777","25883574","25943918","25932664","25886778","25898790","25920219",
"Kuwait","KWT","Population, female","SP.POP.TOTL.FE.IN","125414","138214","152941","169506","187240","206141","228747","255478","284215","314014","342913","370263","397462","425662","455527","488228","519223","547306","576422","606145","635964","667802","702327","738038","772197","805461","841693","880260","919303","958747","731821","591225","717154","729158","715183","714479","730688","751573","772050","792078","811579","830438","848502","865578","881419","916104","979027","1050716","1122544","1194480","1267607","1347532","1424773","1488294","1537867","1581814","1616271","1633218","1661368","1702228","1718722","1715490","1787462","1885194","1934181",
"Latin America & Caribbean (excluding high income)","LAC","Population, female","SP.POP.TOTL.FE.IN","96350384","99092471","101915478","104808198","107763138","110768343","113809940","116882463","119984918","123118806","126269203","129452314","132690063","135979377","139312947","142673027","146059166","149501816","153013291","156566384","160154305","163779446","167455345","171192496","174961147","178724399","182469843","186209188","189961592","193717573","197475964","201195211","204892419","208573440","212216855","215850944","219455826","223037653","226629441","230193582","233658351","237002701","240250056","243421325","246528951","249595051","252623533","255634928","258642401","261626173","264554048","267480473","270416268","273320003","276194702","279019273","281829223","284713523","287710391","290629748","293175881","295283642","297339856","299570855","301797483",
"Lao PDR","LAO","Population, female","SP.POP.TOTL.FE.IN","1072624","1096926","1121860","1147443","1173645","1200637","1228391","1256942","1286439","1316852","1348296","1380797","1414307","1448686","1482711","1514545","1543189","1569200","1594544","1621660","1652572","1688166","1728377","1772319","1819160","1868655","1920438","1974319","2030316","2088117","2147298","2207563","2268503","2329912","2390747","2449678","2506702","2558791","2605921","2651224","2695526","2739877","2783965","2827133","2868919","2913008","2960074","3006870","3053505","3100029","3146401","3192626","3238772","3284858","3330640","3379800","3433343","3488005","3542958","3597824","3652811","3706725","3759858","3813122","3865785",
"Lebanon","LBN","Population, female","SP.POP.TOTL.FE.IN","891541","918770","947841","977517","1006961","1035492","1064649","1093355","1122637","1152982","1181423","1210960","1242064","1273052","1303570","1334140","1357029","1379582","1410560","1441401","1473407","1506431","1532446","1556311","1587652","1622415","1666400","1710606","1745815","1782493","1819506","1856837","1894956","1930573","1964241","1998912","2035234","2071409","2107262","2143743","2180302","2216142","2246494","2277086","2313626","2349246","2389351","2436001","2476494","2509714","2533724","2560422","2629673","2883580","3185391","3254458","3193228","3125693","3051907","2971467","2932378","2940407","2953396","2966891","2982328",
"Liberia","LBR","Population, female","SP.POP.TOTL.FE.IN","554173","568721","583846","599513","615669","632375","649500","667043","685117","703686","722754","741974","761766","782699","804532","827241","850735","875615","902106","929692","958318","987449","1016829","1048093","1081411","1115326","1149661","1184382","1219719","1255804","1112502","982784","1041773","1084262","1082699","1093373","1125960","1217629","1347535","1424164","1477860","1521621","1561355","1573758","1592441","1664560","1759608","1848761","1924561","1985235","2042782","2123447","2198796","2246764","2293149","2340059","2387475","2433455","2480673","2529495","2581798","2636157","2692480","2751688","2810925",
